epoch,mse,accuracy,grad_norm,response_norm,param_delta,ff_margin,ff_std,ft_margin,ft_std,tf_margin,tf_std,tt_margin,tt_std
0,1.0669694602161452,0.5,0.0,0.0,0.0,0.03481701198460718,0.5952312317889525,0.04342042746997321,0.5900062580114759,0.002316994803059025,0.5821025923595566,0.14110269355963778,0.5727641385785681
1,1.0665646070512684,0.5,4.455772637047893,0.10761066535319708,0.20493891975957038,0.050976728727807896,0.5919667464832729,0.03467913553029689,0.5909787842095542,0.011450418473609947,0.5797998252095161,0.1501135904497235,0.5776470022868571
100,0.6785238220885756,0.25,5.130354210735347,0.298942503774654,3.469302341025811,0.08222296613881175,0.5757267788897424,0.07660252141096258,0.5827671735727704,-0.012954124270951106,0.5977523132291654,0.14705807687164596,0.5872190680044803
200,0.6310720493128796,0.25,5.668155445702671,0.3084927534824929,4.776497350039126,-0.05533359099099111,0.5297069414541813,-0.1131552606092513,0.5241385477549816,-0.10027837047493549,0.587227863617819,0.0412026209778763,0.5685419382549559
300,0.607875863603252,0.5,5.490752758852729,0.2912118645916901,6.248044196669429,-0.13091621152213617,0.5373637827300431,-0.1879608591964237,0.5192609833927313,-0.19309000020684497,0.583026133209858,-0.08642347132519712,0.5819768140067567
400,0.6050824637052689,0.5,5.9139646380369415,0.23877282574284492,7.034788172921327,-0.08485087177106665,0.5666781596346478,-0.14365129589459136,0.4993890864687876,-0.1284805033595453,0.6061982336311613,-0.04044158942231679,0.5246744368191224
500,0.6133146892298896,0.5,5.123136335401448,0.22356458136108456,7.832402902041329,-0.1518199925372018,0.5891033069406552,-0.22259640815652898,0.47779730530569847,-0.24839305440752707,0.5741798483021091,-0.13104672444765664,0.5700507909946106
600,0.6146235321269033,0.5,6.009793357571293,0.1820923948091507,8.87327689519124,-0.2316102273937637,0.6186206522974129,-0.3565085067983736,0.5161527081956073,-0.3435138577546326,0.5759270185807734,-0.2755895734258894,0.4383088198276193
700,0.6323352933570917,0.5,5.4390173154731745,0.17571912827420835,9.447734114369242,-0.2775282232393031,0.656074320882062,-0.4379056879829778,0.5183240902681625,-0.3229226018521192,0.6351494227999156,-0.25058195970890007,0.5714032576980503
800,0.6320833027343011,0.5,7.729218424132672,0.25742878823253035,9.97905131258903,-0.31729052660288837,0.65424153891992,-0.4327261958189491,0.5851048664378539,-0.3065835599961898,0.6316919361651812,-0.26571256383938097,0.5806885625723686
900,0.6454942349876103,0.25,5.240423717979976,0.14996575917133628,10.191134946161162,0.0032893341249945474,0.6192447142882632,-0.040803453809053813,0.5269791957356851,0.004693409256328662,0.6664155467912284,0.10747156172729455,0.6736617134246752
1000,0.645226132318833,0.5,6.2025718632620945,0.2066463749981821,10.660279373255918,0.1062309950537147,0.6569604911589428,0.06605188341263435,0.5114642790748599,0.023579775498862587,0.6905671526462871,0.1252135470210789,0.648472315460283
1100,0.6466520904491082,0.25,6.3199264190604465,0.19320379169088847,11.196444768842607,-0.05593153619366953,0.6086478385859501,-0.044807555173384195,0.5767133264042459,-0.01556176810140486,0.6877444076181679,0.059568492229862824,0.6871212338674155
1200,0.6465724439601392,0.25,7.176394960287412,0.11623622703738246,11.88048308407228,-0.02325276018879041,0.6436888496614828,-0.05298416759624913,0.5930341442743794,-0.05461787660891482,0.6864464595878526,0.025533325490673442,0.6422274052790496
1300,0.6748689602078108,0.25,5.900706433018649,0.1481264515845302,12.655816725976486,-0.12131136665166031,0.644466503033003,-0.16253754933514575,0.5767361630685015,-0.14062108459164446,0.6868081892709978,0.038720566000031265,0.6987835243860936
1400,0.6623575546687146,0.25,5.726413079055601,0.15093324936516722,12.91587048122894,0.042765391457981194,0.6497117141698501,0.11439188962191005,0.5144036539667287,-0.019992243638451757,0.6911908430078675,0.10272463042545477,0.7143521282369644
1500,0.6924984356804866,0.25,6.7140024456742715,0.1119221884080572,13.018112784439596,-0.028276491006483884,0.649912543942611,-0.06052342952729506,0.583208380005731,-0.07120446447554096,0.688262499874638,0.07894668052952414,0.7257195294322288
