timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,effective_w_decay,effective_w_input_decay,symmetry_error,grad_symmetry_error,gradient_quality_total,gradient_quality_accepted,gradient_quality_rejected,gradient_quality_reject_fraction,gradient_quality_avg_cosine,gradient_quality_avg_angle_degrees,best_accuracy,best_path,final_path
2026-06-10T13:08:10,0,0.0,missing,missing,0.07,74.4168,8-32-10-18-21-9-15-43-16-28,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0,0,0,0.0,NaN,NaN,0.07,ext/IsingLearning/experiments/MNIST/baseline_new_nudge/diagnostics/gradient_quality/experiments/current/sweep_acceptance_20260610\sweeps500_b0p025_step0p35_cos0p5\best_checkpoint.bin,
2026-06-10T13:08:31,1,18.2998792,missing,missing,0.115,63.851295,13-43-29-10-12-2-10-51-20-10,0.48714903,0.002432395,1.502666,271.2923,48.738342,392.22366,0.002,0.002,0.0,0.0,260,64,196,0.7538461538461538,0.23514768281083753,75.34358211136757,0.115,ext/IsingLearning/experiments/MNIST/baseline_new_nudge/diagnostics/gradient_quality/experiments/current/sweep_acceptance_20260610\sweeps500_b0p025_step0p35_cos0p5\best_checkpoint.bin,ext/IsingLearning/experiments/MNIST/baseline_new_nudge/diagnostics/gradient_quality/experiments/current/sweep_acceptance_20260610\sweeps500_b0p025_step0p35_cos0p5\final_checkpoint.bin
