timestamp,stage,workers,threads,hidden,output_replicas,batchsize,sweeps,order,adj_mode,relaxation_steps,graph_states,graph_edges,total_seconds,min_task_seconds,mean_task_seconds,max_task_seconds
2026-05-21T23:35:47,one_relax,1,2,120,4,4,1.0,cyclic,shared,160,944,197760,0.0262184,0.0004469,0.0004469,0.0004469
2026-05-21T23:35:50,one_relax,2,2,120,4,4,1.0,cyclic,shared,160,944,197760,0.0002661,0.0002169,0.0002204,0.0002239
