accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8836971475484037
0.5,1,0.5095882031170674,1.8174374876283477
1.0,300,0.0054327968960789135,1.8821757994048843e-5
1.0,600,0.005197738409705345,0.0017100807403829714
1.0,900,0.2899860868965775,0.007912461659237256
1.0,1200,0.004432623224377884,1.698495021913605e-5
0.984375,1500,0.006158706911238913,0.06088350465458224
1.0,1800,0.006192329972738753,2.023327164448067e-5
1.0,2100,0.0054664558847271495,1.821045981047387e-5
1.0,2400,0.00637337843706857,1.9038126088719536e-5
1.0,2700,0.006081353140935084,1.6622364695919813e-5
1.0,3000,0.005766959557498073,1.615832333700342e-5
