timestamp,config_id,hidden,output_replicas,epoch,seconds,relaxation,sweeps,minit,digits,target_scale,target_off,target_on,input_low,input_high,skip_scale,pixel_copy_scale,beta,lr,train_accuracy,train_mse,validation_accuracy,validation_mse,initial_graph_path,best_epoch,best_validation_mse,best_graph_path,final_graph_path
2026-05-20T01:53:46,1,120,4,0,0.0,8000,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.1875,26.704777,0.09375,26.219984,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\initial_graph.jld2,0,26.21998405456543,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\best_graph.jld2,
2026-05-20T01:53:51,1,120,4,1,2.9408772,8000,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.3046875,19.163013,0.2734375,19.111887,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\initial_graph.jld2,1,19.111886978149414,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\best_graph.jld2,
2026-05-20T01:53:53,1,120,4,2,0.9616596,8000,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.3125,19.062923,0.296875,18.930088,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\initial_graph.jld2,2,18.93008804321289,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\best_graph.jld2,
2026-05-20T01:53:56,1,120,4,3,0.9416081,8000,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.453125,21.408659,0.40625,21.3106,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\initial_graph.jld2,2,18.93008804321289,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\best_graph.jld2,
2026-05-20T01:53:58,1,120,4,4,0.9405999,8000,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.265625,20.558453,0.375,20.722641,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\initial_graph.jld2,2,18.93008804321289,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\best_graph.jld2,
2026-05-20T01:54:00,1,120,4,5,0.991403,8000,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.3125,22.332205,0.34375,22.510345,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\initial_graph.jld2,2,18.93008804321289,ext/IsingLearning/experiments/mnist_manager/runs/20260520_manager_audit_15w_b64_stability\checkpoints\config_1\best_graph.jld2,
