accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,std_1,std_2,std_3,std_4
0.5,0,0.0,0.1950316339610837,0.34231393847258657,0.1950316339610837,0.2798428379113745,0.5013333235281185,1.3056022165461698,0.7554417908700636,0.8088425322191722,0.8040154623714946,0.6130609334373802
0.5,1,0.38888289588969044,0.13402418103705893,0.1740847989936713,0.13402418103705893,0.2920384134762269,0.44529997548830996,1.1796227153490784,0.7119852124254891,0.8127244155670659,0.7176609625845594,0.6764574081866908
0.5,250,0.19302490140438797,0.06358715973078023,0.1822165604275456,0.06358715973078023,0.25135508049178906,0.4398833281754789,1.2270595543583385,0.7265880652229056,0.8371216221090889,0.83539718230378,0.7143386340590518
0.5,500,0.2043599050911491,0.08427863642430738,0.12326857897147317,0.08427863642430738,0.19129715563375582,0.5253620674863,1.270251910906413,0.8161479087779595,0.8751077554971205,0.7451751255531811,0.6456722087949511
0.5,750,0.2621548752715166,0.18407143437116055,0.19824900555116143,0.18407143437116055,0.24876428282760843,0.44544894458165324,1.1888044644153037,0.7000054285521361,0.8355149326894925,0.8086927844924134,0.713401334492274
0.5,1000,0.22617551785213924,0.1218641260874082,0.2110162130010985,0.1218641260874082,0.241835218616959,0.438329802016193,1.220322334075322,0.78647967411757,0.8563396649336488,0.8036077414049354,0.5902610868234804
0.5,1250,0.2043882177898965,0.1538813082277426,0.1590643698582321,0.1538813082277426,0.2630944807993738,0.4435971625525194,1.1715873914998216,0.8166808687820681,0.7937659012570837,0.8146148521955024,0.6460249167221457
0.5,1500,0.2141214728105514,0.03447840247480859,0.2105133340595544,0.03447840247480859,0.2905588319687297,0.5274024547630632,1.308459879234345,0.7222546270962453,0.8797732046942693,0.7861581903278694,0.5860922711788726
0.5,1750,0.23464063354584574,0.05732931993719213,0.20838817672770305,0.05732931993719213,0.31834582119584537,0.4264369937810703,1.2120512283534306,0.6981092012532089,0.7715800992228676,0.7757398551161063,0.67023970786705
0.5,2000,0.23930811678526795,0.03175400348321371,0.08650186214864014,0.03175400348321371,0.2063707466332098,0.49504623069093606,1.2457493074814878,0.7825194721153508,0.8043074937285685,0.8247117991838939,0.624801250434834
