timestamp,stage,workers,threads,hidden,output_replicas,batchsize,sweeps,order,adj_mode,bias_mode,input_mode,relaxation_steps,graph_states,graph_edges,total_seconds,min_task_seconds,mean_task_seconds,max_task_seconds
2026-05-21T23:58:51,reset_input_one_relax,1,4,120,4,4,1.0,cyclic,shared,shared,field,160,944,197760,0.0267188,0.0006489,0.0006489,0.0006489
2026-05-21T23:58:53,reset_input_one_relax,2,4,120,4,4,1.0,cyclic,shared,shared,field,160,944,197760,0.0003855,0.0003338,0.0003373,0.0003408
