accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8691831229024283
0.5,1,0.5373836334734682,1.798292067720857
0.6875,250,0.1220454240949637,0.9871045039852452
0.515625,500,0.11080867829018809,1.306228218031678
0.5,750,0.12417321161917838,1.4735627395461768
0.5,1000,0.0885094000895978,1.498719610958938
0.5,1250,0.08985363112872198,1.459391983588434
0.5,1500,0.09433266215631386,1.5286856414608383
0.5078125,1750,0.03060454500731052,1.0492080851886114
0.5625,2000,0.1458391531397706,1.3428148982685866
0.5078125,2250,0.0861627984592572,1.3710160625587005
0.5078125,2500,0.05711778211502354,1.4775018710221528
0.59375,2750,0.4720008384566818,1.3220812162467164
0.515625,3000,0.16091472579032165,1.4580225087969911
