epoch,mse,accuracy,grad_norm,response_norm,param_delta,ff_out1,ff_out2,ff_std,ft_out1,ft_out2,ft_std,tf_out1,tf_out2,tf_std,tt_out1,tt_out2,tt_std
0,1.0027877651368935,0.5,0.0,0.0,0.0,0.07418441602567438,0.11364736589739598,0.5572246499824547,0.30104201906834155,0.015712560256556894,0.5679660745687711,0.10107689271972274,0.1504096242981881,0.5592735116206418,0.44590277694665076,0.011052524755855414,0.5969740470209935
1,0.986708532404337,0.5,1.6571095775238718,0.12311521355191045,0.0724568341580638,0.06915201250245101,0.08476363665665972,0.5709291260389825,0.3277435275744705,0.033814438068259754,0.5660022874201269,0.08378277465926375,0.157569213237683,0.5605853723087088,0.44041248068485994,-0.021916263305516215,0.593515070666978
50,0.9469849364729281,0.75,1.8315245096708037,0.10417783115766384,0.5685673358617447,0.05608771868517566,0.048904960361160196,0.5498742496551664,0.18761569885842036,0.05472455791348862,0.6062796324309517,0.0654546478084605,0.11628464069211267,0.5540292610518084,0.3831113060090916,-0.008015792503595062,0.6323248124590148
100,0.900294465704817,0.75,2.048711611953269,0.11263818771419522,0.7099060206445862,0.08675721247989884,0.04398139070192273,0.543082669814908,0.14698035520429803,0.10032489474918412,0.6184604395879761,0.031392103558682105,0.1525366042494345,0.5576125225099311,0.3922241248954442,0.0010552280154652316,0.6281540369893717
150,0.8225527840788434,1.0,1.948222045913057,0.14098598248701974,1.018321615117686,0.05640554862723048,-0.030298346881159413,0.5828444703041167,-0.008184261183339854,0.09341685774504438,0.6540362289403162,-0.04396878448000939,0.15114434224878648,0.5886933019822826,0.35823038552667974,-0.05251956035153972,0.6586380272597212
200,0.6579364919503494,1.0,2.003637325334334,0.23176531736434924,1.4402101814454724,0.10278025169022956,-0.16594006299000913,0.6502352457750107,-0.12868741273705775,0.17010342764666309,0.6460563416451053,-0.1597847330052603,0.16670036082187484,0.6289598433615498,0.390396805346335,-0.2631467606662856,0.7109832165157581
250,0.5893331068068585,1.0,2.1500824544648127,0.2604849618019364,1.8692316062993592,0.2635611597745194,-0.23687346071362603,0.630473497693777,-0.10092527723837555,0.18750997649440876,0.6989359749050225,-0.10502087602911264,0.20911051267451924,0.7037713741463745,0.5169684166354481,-0.3205356119260655,0.6809265780589058
300,0.5029230677179771,1.0,2.106747277552695,0.2677059561170873,2.138788863929616,0.2965839961463311,-0.2977661158270189,0.6638700563291623,-0.17185876355296179,0.31457437355564827,0.6662746291203263,-0.1842450676106015,0.28476980043927824,0.666284281600763,0.4431703557342542,-0.3732925391535537,0.7139531711828114
350,0.43084827576892887,1.0,1.944672061789452,0.29397026125050646,2.422243706100877,0.27846182879282255,-0.21236782624901368,0.7401636941462935,-0.332547590697082,0.39679334887642986,0.6212388829907474,-0.33556383422918173,0.37836810656365005,0.6511343107135613,0.4843637579366223,-0.365436302314719,0.7234203344329289
400,0.3488831178261197,1.0,2.3058122829812215,0.22146927947778558,2.7189089562807327,0.341594771342599,-0.36120234305335835,0.7146227700914435,-0.3677568446740376,0.4598494922047021,0.5757669566031995,-0.473380094349901,0.44944469534201714,0.6072317839514147,0.41536659398199743,-0.4205388844013664,0.727796148211042
450,0.29527489827076464,1.0,2.0015358560070897,0.2577467352676842,3.080450656633682,0.3514659196151106,-0.36239036610823355,0.7145733702857863,-0.4602613590010941,0.5178440340564191,0.5477268224883302,-0.47429778231243513,0.4805323758502177,0.6467706184730495,0.5006405093864373,-0.5355700522745792,0.7054889556643112
500,0.2445816157488937,1.0,2.2528342459836916,0.2244611497426002,3.348119478261002,0.36239109442220113,-0.4354630925383801,0.7099720936587315,-0.6143825865872152,0.6392501118931972,0.4358803813845285,-0.4701296473502355,0.4872021212522267,0.6507121136173556,0.575559444511418,-0.5217839629125695,0.6828120426007347
