timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,effective_w_decay,effective_w_input_decay,symmetry_error,grad_symmetry_error,gradient_quality_total,gradient_quality_accepted,gradient_quality_rejected,gradient_quality_reject_fraction,gradient_quality_avg_cosine,gradient_quality_avg_angle_degrees,best_accuracy,best_path,final_path
2026-06-10T13:15:53,0,0.0,missing,missing,0.095,80.19741,12-25-45-24-34-6-6-9-27-12,0.485554,0.0,1.5342599,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0,0,0,0.0,NaN,NaN,0.095,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\diagnostics\gradient_quality\experiments\current\beta_acceptance_20260610\beta0p005_s1000_step0p35_cos0p5\best_checkpoint.bin,
2026-06-10T13:16:13,1,17.9045066,missing,missing,0.08,83.34142,28-24-33-19-53-7-14-8-8-6,0.48639122,0.0024465867,1.5095162,1399.1274,215.87688,1366.069,0.002,0.002,0.0,0.0,260,76,184,0.7076923076923077,0.2392424206430202,74.4635766796703,0.095,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\diagnostics\gradient_quality\experiments\current\beta_acceptance_20260610\beta0p005_s1000_step0p35_cos0p5\best_checkpoint.bin,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\diagnostics\gradient_quality\experiments\current\beta_acceptance_20260610\beta0p005_s1000_step0p35_cos0p5\final_checkpoint.bin
