fullsweeps,meanabs,frac_09,frac_099,frac_mid,dH_rms,residual_rms,energy,readout_abs
0,0.510883297952,0.1125,0.0125,0.4875,0.624737716549,0.493397191698,-0.403986936556,0.291258273331
500,0.53844115888,0.16875,0.13125,0.45,0.649978922351,0.422299203697,-2.86882079665,0.347487304408
1000,0.560375035625,0.24375,0.16875,0.425,0.674582939025,0.393754042485,-3.7877734167,0.369155480312
1500,0.575582477064,0.25,0.20625,0.425,0.686786851855,0.368922934523,-4.22222881976,0.36486938996
2000,0.584207338883,0.26875,0.2125,0.3875,0.692847147093,0.356468537151,-4.48186948372,0.363092699533
2500,0.592966131706,0.28125,0.21875,0.375,0.697844322086,0.348239838,-4.70716370138,0.362402658092
3000,0.5968799975,0.29375,0.2375,0.375,0.701052943537,0.343124185331,-4.85157579114,0.360028179674
3500,0.599935478935,0.3,0.2375,0.38125,0.704089545899,0.339383859725,-4.97410937631,0.356596299377
4000,0.604051889396,0.30625,0.24375,0.36875,0.707184009444,0.335907578302,-5.0902853919,0.353889320548
4500,0.607995065561,0.30625,0.24375,0.3625,0.709450374688,0.332775938831,-5.19218401717,0.352473653575
5000,0.611365478543,0.30625,0.25625,0.35625,0.711407423004,0.329368636563,-5.28267276105,0.35171004869
5500,0.614441175513,0.30625,0.25625,0.35625,0.713219823507,0.325794930172,-5.37140120238,0.349795843682
6000,0.617386155323,0.30625,0.25625,0.3625,0.714778981944,0.321973875903,-5.45359593134,0.350074535211
6500,0.620656123551,0.30625,0.2625,0.3625,0.716439053872,0.318491488965,-5.53878593957,0.349809504999
7000,0.624527843996,0.3125,0.2625,0.35625,0.718297332294,0.315095816188,-5.63040970329,0.349878740756
7500,0.627966967766,0.3125,0.26875,0.35,0.720010705415,0.312398396145,-5.70325159116,0.350067909597
8000,0.630309748822,0.325,0.26875,0.34375,0.721552536206,0.310809894411,-5.76194162767,0.350364738662
8500,0.632206473773,0.33125,0.275,0.34375,0.722706645105,0.309658993569,-5.81193697289,0.350201498374
9000,0.634229807778,0.34375,0.28125,0.35,0.724055926027,0.308532696459,-5.85834847785,0.350425078364
9500,0.635971761878,0.35625,0.2875,0.34375,0.725498766619,0.307861504915,-5.9044473161,0.350229338866
10000,0.637659015333,0.35625,0.29375,0.34375,0.726539498214,0.307049372794,-5.94091105506,0.350931855204
10500,0.638919231359,0.35625,0.29375,0.34375,0.727271067035,0.306276267624,-5.97335585569,0.350745462556
11000,0.64047217819,0.3625,0.29375,0.34375,0.728107234451,0.305325170163,-6.00938651101,0.352489332215
11500,0.642588884898,0.375,0.3,0.34375,0.72888285241,0.303910854471,-6.04963041726,0.354059929419
12000,0.644232975021,0.38125,0.30625,0.34375,0.729644930124,0.302875238733,-6.08739858149,0.355497883301
12500,0.645339542022,0.38125,0.3125,0.34375,0.730230995482,0.301817532165,-6.12017431858,0.356187675584
13000,0.646206850331,0.38125,0.31875,0.34375,0.730526513721,0.300922337549,-6.14114389026,0.355911397368
13500,0.646915321882,0.38125,0.325,0.34375,0.730765479254,0.300255152209,-6.15640853415,0.356411646244
14000,0.647367148425,0.3875,0.325,0.34375,0.73088504036,0.29998146797,-6.16623572803,0.356641992235
14500,0.648176276162,0.3875,0.33125,0.3375,0.731248253849,0.29933832427,-6.18537538383,0.357309128215
15000,0.649101297441,0.3875,0.33125,0.3375,0.731533144497,0.298349321835,-6.20316334922,0.358470605303
15500,0.64959689901,0.3875,0.33125,0.3375,0.731778186603,0.297928664166,-6.21628016631,0.358811101019
16000,0.650135289084,0.3875,0.33125,0.3375,0.731948425843,0.297551458467,-6.2271943909,0.359033991634
16500,0.650627700853,0.3875,0.33125,0.3375,0.732141383512,0.297094248817,-6.24012775692,0.359408435802
17000,0.651174276468,0.3875,0.33125,0.3375,0.73234113126,0.296657591116,-6.25297062248,0.360004055173
17500,0.651716593974,0.39375,0.33125,0.3375,0.732584820621,0.296348376403,-6.26402517921,0.360481752167
18000,0.652356716338,0.39375,0.33125,0.3375,0.732712107726,0.29592127092,-6.2775694704,0.360898817812
18500,0.652662900054,0.39375,0.33125,0.3375,0.732866672798,0.295703194964,-6.28756775834,0.360958160253
19000,0.653020042489,0.39375,0.33125,0.3375,0.732945325204,0.295540608586,-6.2947645182,0.360984698147
19500,0.65382714397,0.39375,0.3375,0.3375,0.733188795397,0.294957947555,-6.31140994804,0.361076294175
20000,0.654342749039,0.39375,0.34375,0.3375,0.733428828464,0.294365064295,-6.32387933855,0.361642177994
