accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.9765239307762628
0.5,1,1.1359215514221004,1.97893959915253
0.5703125,300,0.621430954804193,1.6897307958996228
0.46875,600,0.15171174566570103,2.077237402914337
0.5234375,900,0.15152043172938193,1.8720715917560908
0.5078125,1200,0.15241414055264713,1.9281438493236704
0.5390625,1500,0.15309637261474238,1.823241268461677
0.5078125,1800,0.3047457715216642,1.946903356814848
0.4375,2100,0.15397061932885536,2.224091706845591
0.4296875,2400,0.30301051343721214,2.255177049797389
0.4765625,2700,0.3046854255009939,2.0578021655381167
0.5,3000,0.30401792295212354,1.9699100178736242
