config,hidden1_side,hidden2_side,r1,r2,train_per_class,test_per_class,epochs,batchsize,workers,best_epoch,best_test_accuracy,best_test_loss,final_test_accuracy,final_train_accuracy,best_path,run_dir
r1_7_r2_3,11,5,7,3,1,1,1,2,1,0,0.1,37.8,0.1,0.1,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\two-hidden-local-28x28-to-14x14-readout\experiments\current\smoke_r1_7_r2_3\r1_7_r2_3\best_params.bin,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\two-hidden-local-28x28-to-14x14-readout\experiments\current\smoke_r1_7_r2_3\r1_7_r2_3
