name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,stepsize,beta,lr,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale
4x4_nn5_out4_T0.0015_eta0.12_b2.0_lr0.0005_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.7569240582659145,0.5,2400,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_003017/01_4x4_nn5_out4_T0.0015_eta0.12_b2.0_lr0.0005_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.0015,0.12,2.0,0.0005,4,1000,1000,2,0.4,0.2,0.4
4x4_nn5_out4_T0.0015_eta0.12_b5.0_lr0.0002_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.7473179413881197,0.5,1200,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_003017/02_4x4_nn5_out4_T0.0015_eta0.12_b5.0_lr0.0002_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.0015,0.12,5.0,0.0002,4,1000,1000,2,0.4,0.2,0.4
4x4_nn5_out4_T0.0015_eta0.12_b10.0_lr0.0001_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.8066562518627576,0.5,1800,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_003017/03_4x4_nn5_out4_T0.0015_eta0.12_b10.0_lr0.0001_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.0015,0.12,10.0,0.0001,4,1000,1000,2,0.4,0.2,0.4
4x4_nn5_out4_T0.003_eta0.12_b5.0_lr0.0002_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.8129119704030896,0.515625,1,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_003017/04_4x4_nn5_out4_T0.003_eta0.12_b5.0_lr0.0002_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.003,0.12,5.0,0.0002,4,1000,1000,2,0.4,0.2,0.4
