accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8459573894977743
0.5,1,1.1185251970061192,1.840648011333756
0.5,300,0.5106874768895744,1.825155833117218
0.5,600,0.23982261455505346,1.775384936299177
0.5,900,0.6859052571644497,1.779531282024195
0.5,1200,0.41543796580794384,1.794223334430753
0.5,1500,0.6550125564336611,1.650243212832503
0.5,1800,0.5383646288275568,1.673688395518822
0.5,2100,0.8007126253419391,1.684545229242591
0.5,2400,0.11827263344653413,1.701181541450168
0.5,2700,0.22182162696374733,1.7085717533544147
0.5,3000,0.24031795114064444,1.6957980394068166
